baitID	oeID	naive	day1	day3	day5	day7	day10	day14	primed	DE	NE	dtw_trans_cl3	dtw_trans_cl4	dtw_trans_cl5	dtw_trans_cl6	dtw_trans_cl7	dtw_trans_cl8
1927	1898	2.92478131397743	1.46089180314488	1.63823377348441	2.02202541752738	0.921087448715413	0.929619105390746	0.781610206566897	1.02280955912795	1.93279438197318	1.45875457176423	3	3	1	3	7	1
1930	1898	1.61366604383491	0.915085883656145	0	2.35846136735733	0	1.39210658677946	0.903787679597503	2.39348540037259	2.799071092801	2.18379926146336	2	1	5	4	3	4
1930	1948	0.822661975403202	2.11599170136327	2.33846545961656	1.84344127454946	2.41412232278051	0.637344183457761	0	2.209389692288	0	1.99648451883771	1	1	5	4	3	7
1984	1948	0	1.8647009181332	1.0075122754532	1.0417743188098	0	2.33115182641919	1.53505547978591	0.62870887007105	2.0568216896453	1.41990932141713	3	4	3	2	1	3
1959	1993	0.861818997713969	0.830050517799572	0	0	1.50056283246353	1.86428803515766	1.82426344304039	0.812729256933189	2.52007629896495	0.73562129000213	3	4	3	6	2	2
1984	2079	0	0	0	0	0	2.47010165274827	0	0	0.773124720997914	0	2	2	5	5	4	4
2091	2079	1.23628450768628	0.990509405970941	1.87628152785773	0.709428149612614	1.93950688320051	0	2.55433261261071	1.47189338652717	1.18301231989964	0	3	3	3	6	2	2
2091	2198	0	0	0.800427967961981	2.54400441254246	0	0	0	0.859776891128679	0	0.952259593758711	2	2	5	5	4	8
2087	2234	0	2.46221201267821	0	0	0	0	0	0	0	0	2	2	5	5	4	4
2353	2243	0	0	1.91617407927778	0	0	2.47476973939611	1.18860047639036	0	0	0	2	1	5	2	1	3
2373	2297	0	0	0	0	0	0	2.46383105830106	0	0	0	2	2	3	2	1	3
2364	2307	0	1.812395406605	1.13545444078652	0	0	0	0	1.05898296503419	2.37329760554337	0	1	2	5	5	4	7
2297	2373	0	0	0	0	0	0	2.43849127057548	0	0	0	2	2	3	2	1	3
6937	2431	0	0	0	2.37616978259863	0	0	0	0	0	0	2	2	5	5	4	4
2466	2526	1.89345411256316	0	1.80255199429761	0	0	1.8327783170822	0	1.12398251260796	2.37660340051651	2.63833862435284	2	1	5	5	3	2
2466	2527	2.33204627540519	1.25304022762204	1.10961616269211	0	0	0	2.31516390889382	0	0	0	1	4	3	2	2	2
2496	2527	0	1.65117927723812	1.59626141827275	1.57758410985899	0	2.10656466670679	1.92867161134742	2.12140446690358	2.06147003041683	2.59808781554344	3	4	3	2	2	2
2497	2527	0	1.10144507856073	0	1.1677892396093	1.12547310714541	1.01334924610602	2.68967570016107	2.22828413853788	2.27344572255304	2.01475953588479	1	1	3	6	2	3
2496	2531	1.73046866845216	2.6673041872245	0.962273984526787	0	0	1.72227251906775	0.899832902694931	1.03781418279089	0.761722129823835	0.8133088048366	3	4	1	4	7	2
2583	2535	0	0	2.51354910011763	0	0.872796841140648	1.04840833764707	0	0	0.997068975208769	0	2	1	5	5	4	4
2583	2568	1.6265942192397	1.86305319777328	1.80012075209752	0.404798926267594	2.27838645286649	2.0245335925979	1.92352927733304	2.18741094144766	2.23241514520196	3.0150669448423	3	3	2	3	5	5
2583	2570	0.828134533510063	1.74045024884151	1.36449751433815	2.03596436911766	0.728940817181567	1.89278327054228	2.32450384951982	2.07350882366489	1.67326077161123	2.44189734924726	3	3	2	1	5	5
2583	2571	2.41301384945383	1.6521965818979	2.48912916821753	1.0335839943133	1.73085864199987	2.18114494140499	1.72011696416569	1.9997564697636	2.70863133165649	2.36092540616386	3	3	1	3	5	5
2466	2590	0	0	0	0	0	2.34049251135752	0	0	0	0	2	1	5	5	4	4
2891	2866	0	0	2.51805681780554	0	1.6389274883537	0	0	0	0	0.849768550701003	2	2	5	5	4	4
2946	2882	1.83151758549157	1.44759616510744	1.57421382740499	1.22781408298146	0.816810166925352	0	1.47735935806803	1.40327065760609	1.18911478274136	2.35057744467846	3	3	3	4	2	2
2890	2914	1.34612888502157	0	1.37111527030915	1.39056123162555	1.05407476457645	0.574784510241052	2.60554048113678	1.84406510877527	1.87921680689606	1.45839792114898	3	1	3	6	2	3
2953	2914	1.30767113792255	0.877639761219173	0.791014614994865	2.38109198554811	1.9581635541701	2.22447722902936	0	2.35870916879686	2.12276407321277	0	3	1	5	4	3	7
2890	2935	2.38092268038352	0	0.807713654330802	0.80978618017177	0	0.909289545240556	1.44939548212901	0	1.77048931087976	1.64438503669257	3	1	1	4	2	6
2953	2935	1.37027023494221	1.86181115499294	1.47575004180658	2.37477326150588	2.27526988182788	1.61763142280455	1.86581927235699	2.06866953500546	2.15197935056344	1.41860337467435	3	3	2	3	5	5
3274	3250	0.905036352517202	1.54113709987403	2.08052079682481	0	0.819730727740279	0.834839203581068	3.06067238158113	2.17671691517071	2.17207328850692	2.10394940300452	3	1	3	6	2	6
3235	3316	0	2.33807830475351	0	0	1.20709438526454	0	0	0.984526239891147	0	0	2	1	5	5	4	4
3247	3319	2.40124755714019	1.18466217787236	1.10167491272769	1.11121406116223	1.83591376930459	1.18535522916748	0	1.76402959750834	1.10696137939358	0	1	3	1	4	3	7
3310	3320	2.43825191645085	0.48430556841496	0.975195070759903	0.875546990838711	0	1.27350819986112	0	1.05526207084688	0.862877326943561	0	1	2	1	4	3	6
3464	3433	0.891477448477445	2.23113071434374	0.699848628389351	0.818802889954353	1.49238674091568	0	1.47298108172933	1.91253898878406	0	2.69555267265727	3	4	3	4	7	1
3382	3434	0	0	0	0	1.28213303583541	2.4171038302848	0	0	0	0	2	2	5	5	4	8
3464	3434	1.51578081942242	2.4133488360697	1.28719024768102	1.43252867607316	1.47294563440986	1.75422741046861	0.832086763207659	0.835578900909307	1.5765333914284	0.84866571789948	3	3	1	3	5	1
3479	3434	0	0	1.73856268555149	2.09104830562292	0	0	1.76276886371724	0.9763357802908	2.45712327779328	1.03046170860485	2	1	5	2	4	4
3403	3441	0	0	0	0.914911787218874	0	2.57696130200932	0	0	0	0.997147656241273	2	2	5	5	4	8
3382	3457	1.31543760982683	1.33431841716002	0	0	0	2.49705348110287	0	0	0	0	2	2	5	5	4	8
3464	3457	1.60847960563535	0.740267266293736	1.04620588176211	1.27146110279726	1.04018223494917	0.583598843507853	1.95268564242906	1.87221734914518	2.52014962867607	2.61051859753363	3	3	1	3	5	5
3447	3474	2.06503637690183	0.601626384576241	2.26500798426195	2.48362848739376	1.18915588060199	1.83981192812185	2.46510527166679	1.91625094053613	1.62106656578822	0	3	3	2	3	5	5
3622	3474	1.65178537838244	1.14590064482947	1.35789335086591	2.38433412117667	0.281971421085778	0.374419575301914	0	0	0	0	1	1	3	4	3	7
3447	3503	0.847176795069861	2.28723771301272	2.23281850149892	2.2772090582698	2.52924283307682	0.920650219165489	0.812289980062495	3.07649622952664	1.06322563751312	2.23098576255789	3	3	1	4	7	1
3479	3503	0.676710135794283	0.398512184966879	0.735982555343185	0.30102713552973	0.773035565405465	0.683373153483241	2.4083892673845	1.64407545101482	1.48703951516423	1.44950275547627	2	2	4	6	2	3
